Location,lat,lng,Original_Location
"York, UK",53.9599651,-1.0872979,"YORK, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, USA"
"Lille, France",50.62925,3.057256,LILLE
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"S Highway 69, Big Cabin, OK 74332, USA",36.539291,-95.224462,INTERNATIONAL
Qatar,25.354826,51.183884,QATAR
"Cardiff, UK",51.481581,-3.17909,"CARDIFF, WALES"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"England, UK",52.3555177,-1.1743197,"<U+ACFC><U+C999><U+C988> <U+0001F349>, ENGLAND"
"Makati, Metro Manila, Philippines",14.554729,121.0244452,MAKATI CITY
"Wales, UK",52.1306607,-3.7837117,WALES
"London, UK",51.5073509,-0.1277583,LONDON
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Edinburgh, UK",55.953252,-3.188267,"EDINBURGH, SCOTLAND"
"London, UK",51.5073509,-0.1277583,LONDON
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE UPON TYNE
"Ibiza, Balearic Islands, Spain",39.0200099,1.4821482,"EIVISSA, SPAIN"
"Tokyo, Japan",35.7090259,139.7319925,<U+6771><U+4EAC>
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"Pontefract WF8, UK",53.691688,-1.308648,"PONTEFRACT, ENGLAND"
"133 S San Gabriel Blvd, San Gabriel, CA 91776, USA",34.1023181,-118.0910934,HONG KONG (PHOTO)
"Bournemouth, UK",50.719164,-1.880769,"BOURNEMOUTH, ENGLAND"
"Cambridge, UK",52.205337,0.121817,CAMBRIDGE
"Northumberland, UK",55.2082542,-2.0784138,"NORTHUMBERLAND, UK"
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CA"
"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094,"S�O PAULO, BRASIL"
"Windsor SL4, UK",51.4817279,-0.613576,"WINDSOR, ENGLAND"
"Taunton, UK",51.015344,-3.106849,"TAUNTON, ENGLAND"
United Kingdom,55.378051,-3.435973,UK
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER <U+0001F41D>AND
"Lampang, Thailand",18.2888404,99.490874,"<U+0E08>.<U+0E25><U+0E33><U+0E1B><U+0E32><U+0E07>, <U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>"
"Burnley, UK",53.7892877,-2.2405035,"BURNLEY, ENGLAND"
"Lagos, Nigeria",6.5243793,3.3792057,"LAGOS, NIGERIA"
"Folly Beach, SC, USA",32.6551798,-79.9403673,"FOLLY BEACH, SC"
"Cheshire, UK",53.2326344,-2.6103158,CHESHIRE
United Kingdom,55.378051,-3.435973,UK
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE UPON TYNE
"Athens, Greece",37.9838096,23.7275388,"ATHENS, GREECE"
Ireland,53.1423672,-7.6920536,IRELAND
"Lancing BN15, UK",50.828179,-0.328092,LANCING
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
Brazil,-14.235004,-51.92528,BRASIL
"Morpeth NE61, UK",55.16875,-1.687493,"MORPETH, NORTHUMBERLAND, <U+0001F1EC><U+FFFD>SATION_WIDE"
Algeria,28.033886,1.659626,ALG�RIE
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"Leicester, UK",52.6368778,-1.1397592,LEICESTER
"Vancouver, BC, Canada",49.2827291,-123.1207375,"VANCOUVER, BRITISH COLUMBIA"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Crossgates, Cowdenbeath KY4, UK",56.082953,-3.374334,CROSSGATES FIFE
"Melbourne VIC, Australia",-37.8136276,144.9630576,MELBOURNE
"Fort Lauderdale, FL, USA",26.1224386,-80.1373174,"FORT LAUDERDALE, FL. USA"
South Africa,-30.559482,22.937506,SOUTH AFRICA
South Korea,35.907757,127.766922,<U+B300><U+D55C><U+BBFC><U+AD6D>
"Oakworth, Keighley BD22, UK",53.847426,-1.950299,OAKWORTH
"Paramount Bldg, 206-212 St John St, Clerkenwell, London EC1V 4JY, UK",51.5250626,-0.1037336,WORLDWIDE (LONDON HQ)
"Bexley, UK",51.439933,0.154327,"BEXLEY, KENT, UK"
"Virginia, USA",37.4315734,-78.6568942,VIRGINIA
"110 Middlesex St, London E1 7HY, UK",51.517814,-0.077914,"LONDON, E1 7HY - CREATIVE RECRUITMENT LIMITED"
"Lisbon, Portugal",38.7222524,-9.1393366,"LISBON, PORTUGAL"
"King Street House, 15 Upper King St, Norwich NR3 1RB, UK",52.63002,1.298963,"EAST, ENGLAND #HERTFORDSHIRE"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Milton Keynes, UK",52.0406224,-0.7594171,"MILTON KEYNES, ENGLAND"
"Isle of Man Airport, IM9 2AS",54.0865957,-4.6339398,"ISLE OF MAN, LONDON & BEYOND"
China,35.86166,104.195397,<U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>
"Port Elizabeth, South Africa",-33.9608369,25.6022423,"PORT ELIZABETH, SOUTH AFRICA"
"128 N Main St, Sand Springs, OK 74063, USA",36.138286,-96.1103695,EARTH
"Berlin, Germany",52.5200066,13.404954,"BERLIN, GERMANY"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Lincoln, UK",53.230688,-0.540579,LINCOLN UK
"Wiltshire, UK",51.3491996,-1.9927105,"WILTSHIRE, UK"
Bulgaria,42.733883,25.48583,<U+0411><U+042A><U+041B><U+0413><U+0410><U+0420><U+0418><U+042F>
"Newcastle-under-Lyme, UK",53.013208,-2.2273002,"NEWCASTLE-UNDER-LYME, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, UNITED KINGDOM"
"ถ.สะเมิง เชียงใหม่&nbsp;(สี่แยกสะเมิงเลี้ยวมาตรงมาทาง อ.สะเมิง ประมาณ 12 กิโล สังเกตด้านขวามือติดถนน)บ้านปง&nbsp;,&nbsp;หางดง&nbsp;,&nbsp;เชียงใหม่ Thailand",18.7364791,98.8997526,<U+0E40><U+0E2A><U+0E1E><U+0E28><U+0E34><U+0E25><U+0E1B><U+0E4C>
"London, UK",51.5073509,-0.1277583,LONDON
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"Cambridge, UK",52.205337,0.121817,"CAMBRIDGE, ENGLAND"
"150 Metcalfe St, Ottawa, ON K2P 1P1, Canada",45.4198818,-75.6951768,EUROPEAN UNION
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND.
"Holmfirth HD9, UK",53.571744,-1.786292,"HOLMFIRTH, YORKSHIRE"
"San Jose, CA, USA",37.3382082,-121.8863286,"SAN JOSE, CA"
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
"Mexico City, CDMX, Mexico",19.4326077,-99.133208,"DISTRITO FEDERAL, M�XICO"
"Baler, Aurora, Philippines",15.733607,121.57125,"3200 BALER, AURORA PH"
United Kingdom,55.378051,-3.435973,UK
"Cincinnati, OH, USA",39.1031182,-84.5120196,CINCINNATI
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Hershey, PA, USA",40.2859239,-76.6502468,"HERSHEY, PA"
Japan,36.204824,138.252924,<U+3082><U+3046><U+65E5><U+672C><U+30A4><U+30E4><U+306B><U+306A><U+3063><U+3066><U+304D><U+305F><U+306A>
"Tokyo, Japan",35.6894875,139.6917064,<U+6771><U+4EAC><U+90FD>
"5842 W North Ave, Chicago, IL 60639, USA",41.909611,-87.771964,PLANET EARTH
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE
"Ffordd-Y-Gollen, Pontypridd, Cardiff CF38 1TA, United Kingdom",51.477731,-3.191077,BRIDGEND � CARDIFF � BRISTOL
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Loughborough, UK",52.772099,-1.206166,"LOUGHBOROUGH, ENGLAND"
"Shropshire, UK",52.7063657,-2.7417849,SHROPSHIRE
"Massachusetts, USA",42.4072107,-71.3824374,"MASSACHUSETTS, USA"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Central London, London WC2N 5DU, UK",51.5073907,-0.1276999,CENTRAL LONDON UK
"123 Naylon Ave, Livingston, NJ 07039, USA",40.8084684,-74.3449668,FROM ESSEX
Philippines,12.879721,121.774017,REPUBLIC OF THE PHILIPPINES
"New Jersey, USA",40.0583238,-74.4056612,NEW JERSEY
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN CITY, IRELAND"
"England, UK",52.3555177,-1.1743197,ENGLAND
"Brussels, Belgium",50.8503463,4.3517211,"BRUSSELS, BELGIUM"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL LEGAL ALLIANCE
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Duxbury, MA, USA",42.0417525,-70.6722767,"DUXBURY, MA"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
Mexico,23.634501,-102.552784,M�XICO
"Colorado, USA",39.5500507,-105.7820674,<U+0001F1EC><U+0001F1E7>CO
"Shifnal TF11, UK",52.66792,-2.3745599,"SHIFNAL, ENGLAND"
"Gowerton, UK",51.6480279,-4.042929,"GOWERTON, GOWER, SWANSEA"
"1009 W Will Rogers Blvd, Claremore, OK 74017, USA",36.3134223,-95.6215504,BATH
"San Jose, CA, USA",37.3382082,-121.8863286,"SAN JOSE, CA"
"Uxbridge, UK",51.5485,-0.479611,"UXBRIDGE, LONDON"
"Dar es Salaam, Tanzania",-6.792354,39.2083284,"DAR ES SALAAM, TANZANIA"
Ireland,53.1423672,-7.6920536,IRELAND
"Abergavenny NP7, UK",51.825366,-3.019423,"ABERGAVENNY, WALES"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
Ireland,53.1423672,-7.6920536,IRELAND
"Dublin, Ireland",53.3498053,-6.2603097,"DUBLIN, IRELAND"
"Austin, TX 78712, USA",30.2849185,-97.7340567,"�T: 41.378697,2.150824"
"Japan, 〒359-1153 Saitama Prefecture, 所沢市上山口２１３５",35.7684717,139.4205243,<U+30D7><U+30EA><U+30F3><U+30B9><U+30C9><U+30FC><U+30E0>
"Pretoria Campus, Lavender Cl, Olympus AH, Pretoria, 0081, South Africa",-25.8014638,28.3259216,JOHANNESBURG/PRETORIA
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
"London, UK",51.5073509,-0.1277583,LONDON
"Park Ave, Annapolis, MD 21403, USA",38.9676803,-76.4921014,MAINLINE PA FORMERLY ANNAPOLIS
"Port Soderick, Isle of Man",54.1231287,-4.5329177,PORT SODERICK
"Farnborough, UK",51.2868939,-0.752615,FARNBOROUGH
"Bangkok, Thailand",13.7563309,100.5017651,"BANGKOK, THAILAND"
South Africa,-30.559482,22.937506,"AZANIA, AFRIKA"
"California, USA",36.778261,-119.4179324,"CALIFORNIA, USA"
"Nakhon Sawan, Krung Thep Maha Nakhon, Thailand",13.7593817,100.5121751,"BANGKOK ,NAKHON SAWAN"
"Bromsgrove, UK",52.335589,-2.061906,"BROMSGROVE, WORCESTER"
"314 Chester Rd, Hartford, Northwich CW8 2AB, UK",53.2416333,-2.5565689,UK - CHESHIRE -MANCHESTER
"Bordeaux, France",44.837789,-0.57918,BORDEAUX
"Paris, France",48.856614,2.3522219,"PARIS, FRANCE"
"Russellville, AR, USA",35.2784173,-93.1337856,"RUSSELLVILLE, AR"
"Greater Manchester, UK",53.4575955,-2.1578377,GREATER MANCHESTER
"Christiansted, St Croix 00820, USVI",17.7466397,-64.7031977,CHRISTIANSTED
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
Austria,47.516231,14.550072,�STERREICH
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, UK"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"England, UK",52.3555177,-1.1743197,ENGLAND
"Sandbach CW11, UK",53.146561,-2.367382,"SANDBACH, ENGLAND"
"2921 W 1st St, Coffeyville, KS 67337, USA",37.0435928,-95.6587918,WINDSOR
United States,37.09024,-95.712891,UNITED STATES
"West University, Tucson, AZ, USA",32.2320807,-110.9655659,"WEST UNIVERSITY, TUCSON"
"Oak Cliff, Dallas, TX, USA",32.7362591,-96.8645856,"OAK CLIFF, DALLAS"
"Woking, UK",51.316774,-0.5600349,"WOKING, SOUTH EAST"
"Ankara, Turkey",39.9333635,32.8597419,"ANKARA, T�RKIYE"
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,LONDON
"Banbury, UK",52.0629009,-1.339775,BANBURY
"Leigh-on-Sea, Southend-on-Sea, Leigh-on-Sea SS9, UK",51.5474028,0.6472769,LEIGH-ON-SEA
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
Spain,40.463667,-3.74922,SPAIN
"80 Water Ln, Wilmslow SK9 5BB, UK",53.3268104,-2.2366354,"80 WATER LANE, WILMSLOW"
Thailand,15.870032,100.992541,THAILAND
"Rio de Janeiro, State of Rio de Janeiro, Brazil",-22.9068467,-43.1728965,"RIO DE JANEIRO, BRASIL"
"Aykley Heads Business Centre, B6532, Durham DH1 5TS, UK",54.7882162,-1.5881933,"NORTH EAST, ENGLAND"
"Leigh-on-Sea, Southend-on-Sea, Leigh-on-Sea SS9, UK",51.5474028,0.6472769,"LEIGH-ON-SEA, ESSEX"
Japan,36.204824,138.252924,JAPAN
"West Virginia, USA",38.5976262,-80.4549026,WEST VIRGINIA
"California, USA",36.778261,-119.4179324,CALIFORNIA
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Warrington, UK",53.3900441,-2.5969501,"WARRINGTON, ENGLAND"
"Londonderry, UK",54.9966124,-7.3085748,"DERRY, N. IRELAND"
"Oshawa, ON, Canada",43.8970929,-78.8657912,"OSHAWA, ONTARIO"
"Cape Town, South Africa",-33.9248685,18.4240553,CAPE TOWN
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Ramsbottom, Bury, UK",53.648457,-2.32049,"RAMSBOTTOM, ENGLAND"
"Nieuwegein, Netherlands",52.0248208,5.0918192,NIEUWEGEIN
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,LONDON
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"Mariara, Carabobo, Venezuela",10.2891838,-67.719871,"MARIARA, VENEZUELA"
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"Iowa City, IA, USA",41.6611277,-91.5301683,"IOWA CITY, IA"
"Sandton, South Africa",-26.1075663,28.0567007,"SANDTON, SOUTH AFRICA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"San Francisco, CA, USA",37.7749295,-122.4194155,"SAN FRANCISCO, CA"
"North Carolina, USA",35.7595731,-79.0192997,NORTH CAROLINA
"Great Harwood, UK",53.781914,-2.400249,"GREAT HARWOOD, ENGLAND"
"Palm Dr, East Quogue, NY 11942, USA",40.8517656,-72.5794658,NYC / SOUTHAMPTON / PALM BEACH
"Tokyo, Japan",35.6894875,139.6917064,TOKYO
"Staffordshire, UK",52.8792745,-2.0571868,STAFFORDSHIRE
"Melbourne VIC, Australia",-37.8136276,144.9630576,"MELBOURNE, VICTORIA"
"Harrow, UK",51.580559,-0.341995,"HARROW, LONDON"
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Machen, UK",51.595305,-3.134396,"MACHEN, CYMRU, UK."
United Kingdom,55.378051,-3.435973,UK - PIC BY J. BANHOS
"London, UK",51.5073509,-0.1277583,LONDON
"Edmonton, AB, Canada",53.544389,-113.4909267,"EDMONTON, ALBERTA"
"Tokyo, Japan",35.6894875,139.6917064,TOKYO JAPAN
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"London, UK",51.5073509,-0.1277583,"TOTNES, CAMBRIDGE, LONDON UK"
"Santa Fe Springs, CA 90670, USA",33.9414796,-118.0712981,"SANTA FE SPRINGS, CA 90670"
"Northern Ireland, UK",54.7877149,-6.4923145,"NORTHERN IRELAND, UNITED KINGDOM"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Blackpool, UK",53.8175053,-3.0356748,"BLACKPOOL, UK"
"Kuniamuthur, Coimbatore, Tamil Nadu, India",10.9531499,76.9522836,"KUNIAMUTHUR, COIMBATORE"
"Kensington, MD 20895, USA",39.0256651,-77.0763669,"KENSINGTON, MD"
"Darlington, UK",54.52361,-1.559458,"DARLINGTON, ENGLAND"
"Cranfield, Bedford MK43, UK",52.0686347,-0.6087411,CRANFIELD
"Cambridge, UK",52.205337,0.121817,"CAMBRIDGE, ENGLAND"
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Brighton, UK",50.82253,-0.137163,"BRIGHTON, ENGLAND"
"Fujian, China",26.4836842,117.9249002,FUJIAN
Philippines,12.879721,121.774017,REPUBLIC OF THE PHILIPPINES
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"San Juan, Metro Manila, Philippines",14.5994146,121.0368893,SAN JUAN MANILA
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Lowestoft, UK",52.481138,1.753449,"LOWESTOFT, ENGLAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"Northwood, UK",51.610289,-0.428278,"NORTHWOOD, LONDON"
"Port Elizabeth, South Africa",-33.9608369,25.6022423,"PORT ELIZABETH, SOUTH AFRICA"
"Cape Town, South Africa",-33.9248685,18.4240553,"CAPE TOWN, SOUTH AFRICA"
"Norwich, VT, USA",43.7153482,-72.307869,NORWICH
"London, UK",51.5073509,-0.1277583,LONDON
"Hammersmith Rd, Hammersmith, London W14 8UX, UK",51.496283,-0.210726,"OLYMPIA, LONDON"
"Hammersmith Rd, Hammersmith, London W14 8UX, UK",51.496283,-0.210726,"OLYMPIA, LONDON"
"London, UK",51.5073509,-0.1277583,LONDON
"Morley, UK",53.744513,-1.598045,"MORLEY, LEEDS"
"New York, NY, USA",40.7127753,-74.0059728,NEW YORK
"Lisbon, Portugal",38.7222524,-9.1393366,"LISBOA, PORTUGAL"
"Nottinghamshire, UK",53.100319,-0.9936306,"NOTTINGHAMSHIRE,UNITED KINGDOM"
"Miami, FL, USA",25.7616798,-80.1917902,"MIAMI, FL"
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
Germany,51.165691,10.451526,GERMANY
"Souris, MB R0K, Canada",49.6207985,-100.2583026,"SOURIS, MANITOBA"
"Dakar, Senegal",14.716677,-17.4676861,DAKAR & ABIDJAN
"London, UK",51.5073509,-0.1277583,LONDON
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Cebu, Sampaloc, Maynila, Kalakhang Maynila, Philippines",14.6100657,121.0078432,CBU X MNL
"Derby, UK",52.9225301,-1.4746186,"DERBY, ENGLAND"
"Durban, South Africa",-29.8586804,31.0218404,"DURBAN, SOUTH AFRICA"
"Aldermaston, Reading RG7, UK",51.3838496,-1.1532939,ALDERMASTON
"Welwyn, UK",51.832802,-0.212348,"WELWYN, HERTFORDSHIRE"
"Cape Town, South Africa",-33.9248685,18.4240553,CAPE TOWN
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"106 S Main St, Joplin, MO 64801, USA",37.0903748,-94.5134078,THE MOON
"42255 Oberlin Elyria Rd, Elyria, OH 44035, USA",41.314321,-82.14205,POLEN
"Washington, DC 20018, USA",38.9208238,-76.9959725,DC METRO AREA
"Tennessee, USA",35.5174913,-86.5804473,"TENNESSEE, USA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Warwickshire, UK",52.2671353,-1.4675216,"WARWICKSHIRE, UK"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
Japan,36.204824,138.252924,<U+65E5><U+672C>
"Chingford, London E4 7EW, UK",51.6311279,0.001313,CHINGFORD
"San Diego, CA, USA",32.715738,-117.1610838,"SAN DIEGO, CA USA"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
China,35.86166,104.195397,<U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>
Taiwan,23.69781,120.960515,TAIWAN
Abha Saudi Arabia,18.2464685,42.5117238,"<U+0627><U+0628><U+0647><U+0627>, <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>"
"Warrington, UK",53.3900441,-2.5969501,WARRINGTON. ENGLAND.
Bulgaria,42.733883,25.48583,BULGARIA
"Paris, France",48.856614,2.3522219,PARIS
"London, UK",51.5073509,-0.1277583,"LONDON, UK"
"Guangdong, China",23.3790333,113.7632828,"<U+5E7F><U+4E1C>, <U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>"
"307 Barton St, Hamilton 3204, New Zealand",-37.784929,175.2788913,"307 BARTON STREET, HAMILTON"
"Wales, UK",52.1306607,-3.7837117,WALES
"London, UK",51.5073509,-0.1277583,LONDON
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Owasso, OK, USA",36.2695388,-95.8547119,"OWASSO, OK"
"Blackpool, UK",53.8175053,-3.0356748,BLACKPOOL
"Thamesmead, London SE28 8BB, UK",51.503559,0.119933,THAMESMEAD
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Newbury, UK",51.401409,-1.3231139,"NEWBURY, ENGLAND"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
United States,37.09024,-95.712891,UNITED STATES
"Tokyo, Japan",35.6894875,139.6917064,"TOKYO, JAPAN"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
Ireland,53.1423672,-7.6920536,IRELAND
"Birmingham, UK",52.486243,-1.890401,BIRMINGHAM UK
"533 S Rockford Ave, Tulsa, OK 74120, USA",36.153243,-95.971072,WORLDWIDE
"Beverly Hills, CA, USA",34.0736204,-118.4003563,"BEVERLY HILLS, CALIFORNIA"
"Solihull, UK",52.411811,-1.77761,"SOLIHULL, ENGLAND"
"Tampa, FL, USA",27.950575,-82.4571776,"TAMPA, FL"
"Galway, Ireland",53.270668,-9.0567905,GALWAY IRELAND
United Kingdom,55.378051,-3.435973,UK
"North Wales, UK",53.0711149,-3.8080783,N.WALES
"Edgbaston, Birmingham B15 2UR, UK",52.4608009,-1.914995,"EDGBASTON, BIRMINGHAM"
"Birmingham, UK",52.486243,-1.890401,"BIRMINGHAM, ENGLAND"
"England, UK",52.3555177,-1.1743197,"SOUTH EAST, ENGLAND"
"New York, NY, USA",40.7127753,-74.0059728,NEW YORK
"7121 Magnolia Ave, Riverside, CA 92504, USA",33.9457459,-117.402889,UNIVERSITY OF BRIGHTON
"York, PA, USA",39.9625984,-76.727745,YORK
"Atlanta, GA, USA",33.7489954,-84.3879824,"ATLANTA, GA"
"Los Angeles, CA, USA",34.0522342,-118.2436849,"LOS ANGELES, CALIFORNIA"
"England, UK",52.3555177,-1.1743197,"ENGLAND, UNITED KINGDOM"
"Manchester, UK",53.4807593,-2.2426305,"MANCHESTER, ENGLAND"
"Winchester, UK",51.059771,-1.310142,"WINCHESTER, HAMPSHIRE"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Vancouver, BC, Canada",49.2827291,-123.1207375,VANCOUVER BC CANADA
"911 58 Rd, Independence, KS 67301, USA",37.1929578,-95.7175467,HAMILTON
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"195 N 1950 W, Salt Lake City, UT 84114, USA",40.7744271,-111.9480759,ON AIR
"56 Shoreditch High St, London E1 6JJ, UK",51.5237238,-0.0762899,LONDON / GLOBAL
"Las Vegas, NV, USA",36.1699412,-115.1398296,"LAS VEGAS, NV"
"McBride, BC, Canada",53.301347,-120.168461,"MCBRIDE, BRITISH COLUMBIA"
"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094,"S�O PAULO, BRASIL"
"Newcastle upon Tyne, UK",54.978252,-1.61778,"NEWCASTLE, UK"
"South West England, UK",50.7772135,-3.999461,"SOUTH WEST, ENGLAND"
"Coleraine, UK",55.1325802,-6.6646103,"COLERAINE, NORTHERN IRELAND"
Norway,60.472024,8.468946,"NORWAY, IN"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"England, UK",52.3555177,-1.1743197,LACHQ <U+0001F3C0>ENGLAND
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"Downpatrick BT30, UK",54.3287514,-5.7156922,"DOWNPATRICK, NORTHERN IRELAND"
"Istanbul, Turkey",41.0082376,28.9783589,"ISTANBUL, TURKEY"
"Exeter, UK",50.718412,-3.533899,"EXETER, ENGLAND"
"California, USA",36.778261,-119.4179324,"CALIFORNIA, USA"
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"Dublin, Ireland",53.3498053,-6.2603097,DUBLIN
"Moscow, Russia",55.755826,37.6172999,"<U+041C><U+041E><U+0421><U+041A><U+0412><U+0410>, <U+0420><U+041E><U+0421><U+0421><U+0418><U+042F>"
"Lancashire, UK",53.7632254,-2.7044052,LANCASHIRE
"New York, NY, USA",40.7127753,-74.0059728,"NEW YORK, NY"
"Norfolk, UK",52.6139686,0.8864021,"NORFOLK, ENGLAND."
"Koto, Tokyo, Japan",35.6728535,139.8174097,<U+6771><U+4EAC> <U+6C5F><U+6771><U+533A>
"Balearic Islands, Spain",39.3587759,2.7356328,UK / BALEARICS.
"Johannesburg, South Africa",-26.2041028,28.0473051,"JOHANNESBURG, SOUTH AFRICA"
"Girlguiding NWE Region Headquarters, Guiding Road, Preston PR2 5PD, UK",53.7897081,-2.6541002,"NORTH WEST, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDRA, INGHILTERRA"
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"Brick Ln, London E1 6RL, UK",51.5220012,-0.0716828,BRICK LANE (CENTRAL LONDON)
"Kumamoto Prefecture, Japan",32.789827,130.7416672,<U+65E5><U+672C> <U+718A><U+672C>
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Wales, UK",52.1306607,-3.7837117,"WALES, UNITED KINGDOM"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Brownsville, KY 42210, USA",37.1925472,-86.2677545,"BROWNSVILLE, KENTUCKY"
"West Sussex, UK",50.9280143,-0.4617075,"SUSSEX, UK"
"Pennsylvania, USA",41.2033216,-77.1945247,"PENNSYLVANIA, USA"
"Brisbane QLD, Australia",-27.4697707,153.0251235,"BRISBANE, QUEENSLAND"
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
